Sentence,label,label_id
ወንጌለ አህያ,Literal ,1
ማድ ረጋጭ,Idiom,0
ዘጠኝ ሞት መጣ ቢሉት አንዱን ግባ በለው,Proverb,2
መዝገበ ቃላ,Literal ,1
ህሊናውን ሳተ,Idiom,0
ጥሬ ሰው,Idiom,0
ድርጅት,Literal ,1
ሙሬ አፍ,Idiom,0
በማታው መርሃ ግብር ተማረ,Literal ,1
እውረ ልብ,Idiom,0
ፍአቂ ቁርበቱን አናጢ እንጨቱን,Proverb,2
አልባ,Literal ,1
ባህር ዳር ቤቴ,Literal ,1
ቤተ አዳራሽ,Literal ,1
ነገሮች ቀላል አይሆኑም,Literal ,1
እንግዲያስ ለራት,Literal ,1
የመሳሳት ፍርሃት,Literal ,1
ቀፈቀፈ,Idiom,0
አይኑ ቀላ,Idiom,0
ቅዱስ ገብርኤል,Literal ,1
የመንደር ጋለሞታ ነው,Literal ,1
ካረጁ አይበጁ,Proverb,2
ተመላሾቹ በረራ ሲጀምሩ,Literal ,1
የሞት አደጋ,Literal ,1
ቁጭትና መጠጥ ለጊዜው ይጣፍጥ,Proverb,2
አይኑ ወለቀ,Idiom,0
ቁራ ያወለቀው,Idiom,0
ነብር ቢያንቀላፋ ዝንጀሮ ጎበኘው,Proverb,2
በዚህ ተቀይመህ ሰው ትርቃለህ,Literal ,1
ጓደኛ አለችህ,Literal ,1
ነገረኛ ሰው ከቤቱ አይሞትም,Proverb,2
ሆዴ,Idiom,0
ልቡ ጠፋ,Idiom,0
አሩን በላው,Idiom,0
በረዶ ውሀ,Literal ,1
ውጤቱ ደም መፋሰስ ብቻ ነው,Literal ,1
ቃል ገባ,Idiom,0
የተፈሳው ፈስ ለከተማው ይሸታል,Idiom,0
ነክሶ ያዘ,Idiom,0
ደጋ ዳሞት,Literal ,1
ወርክሾፕ ተካሄደ,Literal ,1
የሚያልፍ ዝናም አይምታህ የሚያድግ ልጅ አይጥላህ,Proverb,2
ልጅየው ሆነ አባትየው,Proverb,2
ፊት ነሳ,Idiom,0
ዉሀ ሽንት,Idiom,0
እሺ ይበልጣል ከሺ,Proverb,2
ተነግሮ የማያልቅ,Literal ,1
መጽሀፍ ቅዱስ,Literal ,1
ድንበር ረገጠ,Idiom,0
ዶሮ ብትታመም በግ አረዱላት,Proverb,2
አመለ ናጫ,Idiom,0
መጥፎ ጸባይ,Literal ,1
ስሜት,Literal ,1
ለገበሬ መልካም በሬ,Proverb,2
መስቀል,Literal ,1
አፍ አወጣ,Idiom,0
ለቅሶ መቀመጥ,Idiom,0
ቅል ራስ,Idiom,0
የማያስተኛ ነግረውህ ተኝተው ያድራሉ,Proverb,2
ኢትዮጵያ አድጋለች,Literal ,1
ከማን አንሼ,Idiom,0
በነገር ሸነቆጠው,Idiom,0
የልመና እህል,Idiom,0
ነገር ለደፈብኝ,Idiom,0
የማያዋጣ ጸሎት,Idiom,0
በእንባ ተራጨ,Idiom,0
አህያ ታመዱ ሰው ተዘመዱ,Proverb,2
ሙልጭ አለ,Idiom,0
እቺም ቂጥ ሆና ስንጥቅ ተበጀላት,Proverb,2
ቃለ ከባድ,Idiom,0
ነጋ ሌሊቱ ስጋ ሌማቱ,Idiom,0
ከእጅ ወደ አፍ,Proverb,2
ባሏን አጎዳው ብላ እንትኗን በእንጨት ወጋች,Proverb,2
አቃለጠ,Idiom,0
ጥቂት ሰዎች,Literal ,1
አሸሼ ገዳሜ,Idiom,0
ከንፈረ ስስ,Idiom,0
አዝኘ ባቅፋት አንቅልፍ ወሰዳት,Proverb,2
የሆነ ተስፋ,Literal ,1
የሚጮህ ውሻ አይናከስም,Proverb,2
መልዕክት,Literal ,1
አስተዋፅኦ,Literal ,1
ልዩ የኢፍጣር መርሃ ግብር,Literal ,1
ያስቀሩባቸዉን ጥቅም,Literal ,1
እንዳያማህ ጥራው እንዳይበላ ግፋው,Proverb,2
ወንድ እንደያዙት ነው,Proverb,2
ኦርቶዶክስ ተዋህዶ,Literal ,1
ደሜ ከደማቸው ተቀላቅሏል,Idiom,0
ደብረ በረከት,Literal ,1
ቡዳ ቀረጠፈው,Idiom,0
ዝጉብኝ,Idiom,0
በቅናሽ ዋጋ,Literal ,1
ችግር አለው,Idiom,0
የሴት ጠጭና የአህያ ፈንጪ አያድርስ ነው,Proverb,2
እድሜሽን ልትነግሪኝ ትችያለሽ,Literal ,1
ባይኑ ቂጥ አየ,Idiom,0
የሴት ምራቋ ወፍራም ነው,Proverb,2
እከደከ ስይጣን,Idiom,0
ሕግ እንደራቁ,Literal ,1
አፈር ጠራው,Idiom,0
በግልጽ የተረጋገጠበት ነው,Literal ,1
ለራስ ሲቆርሱ አያሳንሱ,Proverb,2
ሀብተ ሰባራ,Idiom,0
አእምሮ ሲከፈት,Literal ,1
መረን ወጣ,Idiom,0
ቅቤ መዛኝ ድርቅ ያወራል,Proverb,2
የትዳር አጋር,Literal ,1
መንታ ልብ,Idiom,0
እንደሚሰማት አላውቅም ነበር,Literal ,1
የንፅፅር ጉዳይ,Literal ,1
እንደ ዘገባው ከሆነ,Literal ,1
ጀምሮ ይጨርሳል ለጉሞ ይተኩሳል,Proverb,2
ዝም አለማለቴ,Literal ,1
ልብ ወለድ,Literal ,1
አጨብጫቢ,Idiom,0
መልካም ባአል,Literal ,1
ፒያሳ በሚገኘው,Literal ,1
ደንጊያ ራስ,Idiom,0
ጉድ አንድ ሰሞን ነው,Proverb,2
መረጃዎች,Literal ,1
ሴቶች መብት,Literal ,1
መፍትሄ ቢሰጠው,Literal ,1
ፈቃድ,Literal ,1
ህትመት,Literal ,1
ቀንደኛ ጠላታችን ነው,Literal ,1
አፍንጫ አቅልጥ,Idiom,0
መምህር መሆን,Literal ,1
የምታቀርብበት ወሰን,Literal ,1
ፊት ያሞጠሙጣል ኋላ ይስሟል,Proverb,2
ቁሞ ከማማረር ሻማዎችን ማብራት,Literal ,1
ገጹ ላይ,Literal ,1
የጠሉትን ጠልተህ የወደዱትን ብትወድ,Literal ,1
ቀላል ሰው ነው,Idiom,0
ማርም አይልስ,Idiom,0
ተቃራኒ ጾታ አይወድም,Literal ,1
እንቁላል ቀስ በቀስ በእግሩ ይሄዳል,Proverb,2
የምታቀርብበት ወሰን,Literal ,1
የግመል ሽንት ይመስል ሁሌ ወደኋላ,Proverb,2
የአይጥ ምስክር,Idiom,0
ወገበ ቀጭን,Idiom,0
አዳሬ ብዬ,Idiom,0
እርጥብ ነው,Idiom,0
ለሚያግዟቸው,Literal ,1
ዞሮ ዞሮ ወደቤት ኖሮ ኖሮ ወደ መሬት,Proverb,2
ግዳይ ጣለ,Idiom,0
ከአጋም የተጠጋ ቁልቋል ዘላለም ሲያለቅስ ይኖራል,Proverb,2
ሆድ ሲያውቅ ዶሮ ማታ,Proverb,2
ደመ ቁጡ,Idiom,0
በቆፈሩት ጉድጓድ መቀበር አይቀርም,Proverb,2
ቃር አያውቅሽ,Idiom,0
ወንድ አለ,Literal ,1
ሽጋ መለሎ,Literal ,1
የሚካኤል ስለት ለገብርኤል ምኑ ነው,Proverb,2
እሾህ አፍ,Idiom,0
ከፋ እልቂት እንዳይመጣ ጥረታችሁን ቀጥሉ,Literal ,1
ትለብሰው የላት ትከናነበው አማራት,Proverb,2
ወፈፍ ወፈፍ አደረገ,Idiom,0
ፍቅር አሟጠጠ,Idiom,0
ዘመድና ሚዛን ከወገብ ይይዛል,Proverb,2
አዉራ ሌሊት,Idiom,0
ሆኖም አያውቅ,Idiom,0
የተዛባ ግንዛቤ,Literal ,1
ቡና እና ማሽላ እየሳቀ ያራል,Proverb,2
ሆደ መጋዝ,Idiom,0
ገላጋይ አጥቼ ግልገሌን በላኋት,Proverb,2
አፉን ያሞጠሙጣል,Idiom,0
ሀሞቱ ፈሰሰ,Idiom,0
ነጭ ሽንኩርት,Literal ,1
ውጭዬን እንጅ ውስጤን አታውቅም,Idiom,0
ቀን ጎደለበት,Idiom,0
ለአይን የሚከብድ ሰው,Idiom,0
እዉነተኛ ፍቅር,Literal ,1
ስርዓተ ቀብራቸው,Literal ,1
ህይወት የለሽ,Literal ,1
ትዳሩ ሞላ,Idiom,0
አልሳም ቢክ,Literal ,1
ተመሳሳይ ካልተገኘለት,Literal ,1
ሆዱ ቃረ,Idiom,0
ዛጎል አይን,Idiom,0
ዛሬ ጠዋት,Literal ,1
ልቡ ራሰ,Idiom,0
ከስህተቶቻችሁ ይበልጥ ትማራላቹ,Literal ,1
እብድ የጣለው,Idiom,0
የምንመራበትን,Literal ,1
ኮቴውን ነው ያገኘው,Idiom,0
የሰላም መደፍረስ,Literal ,1
ሀሜተኛ ያፍራል ሀስተኛ ይረታል,Proverb,2
ትዳር መመሥረት ይቻል ይሆን,Literal ,1
የግንባር ስጋ,Idiom,0
የሚገኙ የተወሰኑ ፓርኮች ናቸው,Literal ,1
የኢትዮጵያ ንግድ ባንክ,Literal ,1
ተግደርዳሪ ጦም አዳሪ,Proverb,2
በር መታ,Idiom,0
ወጣት,Literal ,1
ታሞ ከመሟቀቅ አስቀድሞ መጠንቀቅ,Proverb,2
ጥናታዊ ጹሁፍ,Literal ,1
ክርስትና አነሳኝ,Idiom,0
ነገር አከረረ,Idiom,0
ይሉኝ አይል,Idiom,0
የሆዴን ነግሬው ነበር,Idiom,0
ለፍቶ መና,Idiom,0
ልጅ ምን ቢሮጥ አባቱን አይቀድምም,Proverb,2
የልጅ ቀላቢ የአህያ ጋላቢ,Proverb,2
እፍረት የለሽ,Idiom,0
ዘመን እንደንጉሱ አውድማ እንደንፋሱ,Proverb,2
ሱሪ በራስ አውልቅ,Idiom,0
ዶሮን ሲያታልሏት በመጫኛ ጣሏት,Proverb,2
እንደምን ዋላችሁ,Literal ,1
ሀይ አለ,Idiom,0
ቤት መጣ,Literal ,1
ወገቧን ፈታች,Idiom,0
ሞት,Literal ,1
መሸጦ,Idiom,0
ውሀ ላነቀው ባለቤቱ ላላወቀው መድሀኒት የለውም,Proverb,2
ፊቱ መጠጠ,Idiom,0
አህል አላሰኘውም,Idiom,0
በሰላም መጥፋትና ጦርነት,Literal ,1
ጉልበት አለፈበት,Idiom,0
አፍአ ወጣ,Idiom,0
መስቀል ተሰላጢን,Idiom,0
ከልብ እናመሰግናለን,Idiom,0
ረዳኤታም እህል,Idiom,0
ተመሳሳይ ሀሳብ,Literal ,1
እከከኝ ልከክህ,Idiom,0
እያሰቡ መራብ,Literal ,1
አመሠግናለሁ ወንድሜ,Literal ,1
ሰማንያዋ ወረደ,Idiom,0
ትምህርት ቤት,Literal ,1
ለወደፊት,Literal ,1
እሱን አየሁ,Literal ,1
እንዴት ናችሁ,Literal ,1
የጣሪያ ስር,Literal ,1
አንደበቱ ድውይ የፈውሳል,Idiom,0
አያ ጅቦ ሳታመካኝ ብላኝ,Proverb,2
ልቡ ወደደ,Idiom,0
የጅብ ፍቅር,Idiom,0
ተቀበሉ,Literal ,1
በመጠጥ ተራጨ,Idiom,0
ውሀ ቢደርቅ አሳ ያልቅ,Proverb,2
ተማክረው የፈሱት ፈስ አይገማም,Proverb,2
ልሳኑ ተዘጋ,Idiom,0
አደራ,Literal ,1
እንደ ሀገር ትልቅ ችግር,Literal ,1
ዥብ ጋላቢ,Idiom,0
መንፈሳዊ ከፍታ,Literal ,1
ልብሰ ተማሪ,Idiom,0
ውዳሴ  አዳነ ቤት አዘጋጅታለች,Literal ,1
ስድ ቤት,Idiom,0
መሟጠጫ,Idiom,0
ትከሻ ሰጠ,Idiom,0
ቃል ለምድር ለሰማይ አለ,Idiom,0
የህግተማሪዎች የምስለ ችሎት,Literal ,1
አዳማጭ,Literal ,1
ከባድ የህይወት ፈተና,Literal ,1
አንዳንዴ በዋልድባም ይዘፈናል,Idiom,0
አይነ ወግ,Idiom,0
አዋጭ,Literal ,1
ከፍቼ,Literal ,1
በዚህ ፍጥነት አግኝቻለሁ,Literal ,1
ስቃይ የሂደቱ አካል ነው,Literal ,1
የማያውቁት አገር አይናፍቅም,Proverb,2
በአመሉ ደገለኝ,Idiom,0
አውቆ አበደ,Idiom,0
ጡጥም ከፈስ ተቆጠረች,Proverb,2
ትምህርት ቤት ያለንበት ጊዜ,Literal ,1
እንጀራ በወጥ,Literal ,1
የማይገለጥ የተሰወረ የለም,Literal ,1
እሱ ቀርቶ ሌላ ዘፈን ወጥቶ,Proverb,2
ካለስንቅ መንገድ ካለገንዘብ ንግድ,Proverb,2
የሚያብረቀርቅ ሁሉ ወርቅ አይደለም,Proverb,2
ዘፈን በበገና ነገር በዋና,Proverb,2
ልብሱን ለወጠ,Idiom,0
ቅያሜ ሲያጣፋ,Literal ,1
እንደተረከበው,Idiom,0
ቂጣ,Idiom,0
የቆጡን አወርድ ብላ የብብቷን ጣለች,Proverb,2
መንገድ ላይ,Literal ,1
ዜና ሙዳይ,Literal ,1
ሲፈራ ሲቸር,Idiom,0
ሲያቀና ዋለ,Idiom,0
ስም ከመቃብር በላይ ይቆማል,Proverb,2
ጅራፍ እራሱ ገርፎ እራሱ ይጮሃል,Proverb,2
ጅማ አባጅፋር,Literal ,1
ከአባታችሁ ከዲያብሎስ ናችሁ,Literal ,1
ወድቃ,Literal ,1
ሳብ ረገብ አደረገ,Idiom,0
ኪስ አዉላቂ,Idiom,0
ነቃላ,Idiom,0
የኑሮ ውድነት,Literal ,1
ግራ ክንፍ,Literal ,1
ወሮበላ,Idiom,0
እባብ ለእባብ ይተያያል ካብ ለካብ,Proverb,2
አሻራ,Literal ,1
ለማንም የማይበረከት,Literal ,1
ጥሩ እድል,Literal ,1
እድገት የለም,Literal ,1
ተነስቶ ሄደ,Literal ,1
እድሜው ሞላ,Idiom,0
ማመኑ አስቀድሞ ይመጣል,Literal ,1
ሕይወታቸው ማለፉን,Literal ,1
ቀለም ገባው,Idiom,0
ውል ያዋውላል ታንኳ ያሻግራል አቧራ ያስላል,Proverb,2
ራሰ ከባድ,Idiom,0
ግንጥል ጌጥ,Idiom,0
ርባ ስባ,Idiom,0
ጋን ታረደ ሙክት ተዘነበለ,Idiom,0
እሽሽ ኩምሽሽ አለ,Idiom,0
ፍርጥ ብትል አልነግርህም,Idiom,0
ልባም ሴት ለባልዋ ዘውድ ናት,Proverb,2
ባንድ ድንጋይ ሁለት ወፍ,Proverb,2
የሰው ስም አትጥራ,Idiom,0
በነገር ሸቀጠ,Idiom,0
ተገቢነት የሌላቸው ናቸው,Literal ,1
እየተወሰደች,Literal ,1
ሁለተኛ ጥፋት ቆሞ ማንቀላፋት,Proverb,2
አልጋ ወራሽ,Idiom,0
ልበ ጡል,Idiom,0
በቅሎ ግዙ ግዙ አንድ አሞሌ ጨው ላያግዙ,Proverb,2
ጉዳት አስከተለ,Literal ,1
አዉሬ ቀሰቀሰ,Idiom,0
ሁሉም ከልኩ አያልፍም,Proverb,2
እንባ ሲሻኝ አይኔን ጢስ ወጋኝ,Proverb,2
የፈሪ በትር ሆድ ይቀትር,Proverb,2
የልብስ ቀላል ባለቤቱን ያቀላል,Proverb,2
መጥፎ እድል,Literal ,1
አፉን አሾለ,Idiom,0
በትግራይ ሕዝብ,Literal ,1
ቅጡም እንዲያ ነው,Idiom,0
እጠብ ልቡናህን,Literal ,1
የንስሀ አባት መያዝ አለብህ,Literal ,1
አህያን በመንገድ ካህንን በመርገድ,Proverb,2
ወልዶ አይስም,Idiom,0
አልጋ በአልጋ ነው መንገዱ,Idiom,0
ዘመነ ግልምቢጥ ውሻ ወደ ሰርዶ አህያ ወደ ሊጥ,Proverb,2
ዉስጣዊ ስሜቴን,Literal ,1
እኔን መቃብር,Literal ,1
ቤቴ የሚል,Literal ,1
የፈተና ማዕከላት ምደባ,Literal ,1
የማደርገውን ነበር የምታደርገው,Literal ,1
ልቡ ሞተ,Idiom,0
አለባብሰው ቢያርሱ በአረም ይመለሱ,Proverb,2
ለመከራ የጣፈው ቢነግድ አይተርፈው,Proverb,2
ንጉስ አይከሰስ ሰማይ አይታረስ,Proverb,2
ያን ሀገር ሠሪ,Literal ,1
በተመሳሳይ ስዓት,Literal ,1
የዛፍ ጥቅሞች ብዙ ናቸው,Literal ,1
አውቀሽ ከተደፋሽ ቢረግጡሽ አይክፋሽ,Proverb,2
አንደበተ ስል,Idiom,0
ነገር ፈጣሪውን እሾህ አጣሪውን,Proverb,2
አይኑን በአይኑ አየ,Idiom,0
ፍርደ ገምዳይ እውነት አጉዳይ,Proverb,2
እንዳዩ መብላት ሆድ ያሰፋል,Proverb,2
ሹመት ሺህ ሞት,Proverb,2
ቄስ ካናዘዘው እድሜ ያናዘዘው,Proverb,2
ምድር ቀለጠ,Idiom,0
የጅብ ችኩል ቀንድ ይነክሳል,Proverb,2
የኮሬ ዞን,Literal ,1
ደም አፈሰሰ,Idiom,0
አትሩጥ አንጋጥ,Proverb,2
የልጅ አዋቂ,Idiom,0
አፌን በዳቦ,Idiom,0
ልቡ አልሰከነም,Idiom,0
የስሜት መነቃቃት,Literal ,1
ትምህርት እና መምህር,Literal ,1
በደሙ ገባ,Idiom,0
የስራ አጋር,Literal ,1
የወረት ውሻ ስሟ ወለተኪሮስ,Proverb,2
ስምን መልአክ ያወጣዋል,Proverb,2
ነገር አላፊ,Idiom,0
ቂጥኝ ነካው,Idiom,0
ስንት ወር,Literal ,1
የእቡይ ሞረድ,Idiom,0
በቦሃ ላይ ቆረቆር,Proverb,2
አዳዲስ እድገቶች,Literal ,1
መኸር አልሰጠም,Idiom,0
እሳት የላሰ,Idiom,0
ደም የላትም,Idiom,0
ምን አለ አስማተኛ በሆንኩ,Literal ,1
ሆድ ሆዴን በላኝ,Idiom,0
የእስልምና ሃይማኖት,Literal ,1
እንግዳና ሞት በድንገት,Proverb,2
ሳያሽ የበላ ዝንጀሮ ሲስል ያድራል,Proverb,2
የሰማይ ቤት,Idiom,0
አፈር ቀመሰ,Idiom,0
የላም ወተቱን የጌታ ከብቱን,Proverb,2
እጸድቅ ብዬ ባዝላት ተንጠልጥላ ቀረች,Proverb,2
ሀዊረ ህይወት,Literal ,1
ትፈጭ የነበረች ማንጓለል ተሳናት,Proverb,2
ሳምልኝ,Idiom,0
አፈር  ይቅለለው,Idiom,0
ምግብ አቀረበ,Literal ,1
ዛሬ በሸራተን ሆቴል አካሂዷል,Literal ,1
ታጣቂዎች,Literal ,1
አከናነበ,Idiom,0
ምላሽ,Literal ,1
ፊቱን አይቼው ሁሉ ነገር በቀረብኝ,Idiom,0
ገጠ ቢስ,Idiom,0
የሰውነት ማጎልመሻ,Literal ,1
የትግል አጋር,Literal ,1
ጭብጥ ቆሎ ይዘህ ወደ አሻሮ ተጠጋ,Proverb,2
ሰማይ ነካ,Idiom,0
ያብቃን አለ,Literal ,1
መልካም እድል,Literal ,1
ለማኝ አያማርጥም ማር አይኮመጥጥም,Proverb,2
ቁስለ ስጋ,Idiom,0
የመማር ፍላጎት,Literal ,1
እዚያው ፈላ እዚያው ሞላ,Idiom,0
ተቋማዊ ለማድረግ,Literal ,1
የከሰለ እንጨት መስሏል,Idiom,0
ቅል አንገት,Idiom,0
ሰምና ፈትል,Idiom,0
ፍየል አፍ,Idiom,0
ካልጋ ወደቀ,Idiom,0
ይልቁንም የሚወገዝ,Literal ,1
አደጋ ላይ ጥሎታል,Literal ,1
አራገጠ,Idiom,0
ስረ ነገር,Idiom,0
ልብ አለ,Idiom,0
የጠበቃ ሙያ የታወቀ ነው,Literal ,1
ጆሮ ጠቢ,Idiom,0
ልቤ ወደቀባት,Idiom,0
መቼ የተጎዳ ተካሰ,Literal ,1
ሳይደግስ አይጣላም,Proverb,2
መድከም ያለ ነው,Literal ,1
ለመስራት ያፈረ ለመብላት ደፈረ,Proverb,2
ሕይወት መኖር,Literal ,1
እባክህ በደረቁ አትላጨኝ,Idiom,0
ውሽማዋን ብታይ ባልዋን ጠላች,Proverb,2
ከተናገረዉ በኋላ,Literal ,1
የልብ ሰንኮፍ,Idiom,0
ልቤን አልነካኝም,Idiom,0
የዉድድር ምርጫ,Literal ,1
በዛብህ ተነሳ,Literal ,1
የኋላ ታሪክ አስፈላጊ ነው,Literal ,1
በቁሙ ቀበረው,Idiom,0
ቀዝቃዛው ጦርነት,Literal ,1
ልቡ ቆሰለ,Idiom,0
ቀልደኛ ጎረምሳ እያራ ያፏጫል,Proverb,2
ሀገሬ ኢትዮጵያ,Literal ,1
አለማረፍ የተርብ ቤት መቀስቀስ,Proverb,2
አይኑን አነሳ,Idiom,0
ዳቦ በገና ቡና በጀበና,Proverb,2
አስቸጋሪ ወቅቶችን አሳልፏል,Literal ,1
ቢረግጥ ይገል,Idiom,0
ሴቴ መሬት,Idiom,0
ስር ነቃይ,Idiom,0
ነጻ የወጡ ምያንማር,Literal ,1
የአገሩን መሬት በአገሩ በሬ,Proverb,2
ድንግል ማርያም,Literal ,1
ጅራትና ሀሜት በስተኋላ ነው,Proverb,2
አለምን አሸነፈ,Idiom,0
አይነ ጥላው ተገለጠለት,Idiom,0
ባለእጅ,Idiom,0
ዘመዱን ሸኘ,Idiom,0
ቀትረ ቀላል,Idiom,0
ችግር በቅቤ ያስበላል አለች ዉሻ,Proverb,2
በአፋቸው ውስጥ ይሰብራል,Literal ,1
የሴት ልጅ,Idiom,0
አይጠቅም ጠላ ከጎረቤት ያጣላ,Proverb,2
ቅዱስ ሚካኤል,Literal ,1
ማን ይናገር የነበረ ማን ያርዳ የቀበረ,Proverb,2
አደራ በላ,Idiom,0
ትርጉም የለሽ,Literal ,1
መራጭ ይወድቃል ከምራጭ,Proverb,2
ቅስሙ ተሰበረ,Idiom,0
ሀሰተኛ ያወራውን ፈረሰኛ አይመልሰውም,Proverb,2
ፍኖት እንደሌለው,Literal ,1
ዉሃ ቀጠነ,Idiom,0
ሁሉ አገርሽ,Idiom,0
እግር አወጣ,Idiom,0
በሙቅ ውሀ የታጠበ በሰው ገንዘብ የቸረ,Proverb,2
ለተደጋጋሚ ጥቃት,Literal ,1
ሀብታም ሀገር,Literal ,1
ውሀ ቢጠቅምህም ማአበሉን አትመኝ,Proverb,2
ልቡ አደገ,Idiom,0
ሀምሌና ሙሽራ ሳይገለጡ ነው,Proverb,2
አሁን ብዙ ልታዉቅ ነው,Literal ,1
ክብርህን ጠብቅ,Proverb,2
መጥፎ ጠረን,Literal ,1
አይኑ ፈዘዘ,Idiom,0
መሰረት የሚዘጋጅ ይሆናል,Literal ,1
ልበ ፈሪ,Idiom,0
ስንት አየሁ,Literal ,1
ለወቀሳ ያብቃህ,Idiom,0
የልብ ልብ በቃው,Idiom,0
ወዶ አይስቅ,Idiom,0
መልዕክት አስተላልፈዋል,Literal ,1
ግራ ገባኝ,Literal ,1
የውል ሚስት,Idiom,0
ዘርቶ መቃም ወልዶ መሳም,Proverb,2
አይነ ልም,Idiom,0
አሳዳጊ የበለው,Idiom,0
ማስመለስ,Idiom,0
ሚስትህን ስደድ በሬህን አረድ ይላል የባለጌ ዘመድ,Proverb,2
ለኢትዮጲያ ገበያ,Literal ,1
ህገ መንግስት ይከበር,Literal ,1
ምን ቆረጠኝ,Idiom,0
ወቅታ መረጃ,Literal ,1
አመሉ ይለዋወጣል,Literal ,1
ሞገደኛ ዝናብ,Literal ,1
ላባ ቀረሽ,Idiom,0
ዶሮ ጭራ ጭራ መታረጃዋን ታወጣለች,Proverb,2
ስጋማ,Idiom,0
በላብህ በወዝሕ ብላ,Idiom,0
ዘመድና መድሀኒት የተቸገሩ ለት,Proverb,2
ዋጋ አሳበረ,Idiom,0
ሰው መሆን አይቀርም,Idiom,0
ለመጀመሪያ ጊዜ,Literal ,1
አምቡላውን አነሳ,Idiom,0
ልቡ ሰባ,Idiom,0
ምንህ ነው,Idiom,0
የስጋ ቁራጭ,Idiom,0
የወጣለት ከብት,Idiom,0
ጽህፍት ቤት,Literal ,1
የሚከለክል ሕግ የለም,Literal ,1
ክራር ግንባር,Idiom,0
ሀኪም ሲበዛ በሽተኛው ይሞታል,Proverb,2
ይቅር አለ,Idiom,0
ደሙን ተራምዶ ሄደ,Idiom,0
ተስፋ አስቆራጭ,Literal ,1
አለንጋ ጣት,Idiom,0
ኢ-ሥነምግባራዊ እና ሕገ ወጥ,Literal ,1
ጸሀይ ሳለ ሩጥ አባት ሳለ አጊጥ,Proverb,2
ዘመድና መድሀኒት በተቸገረ ቀን ይፈለጋል,Proverb,2
ጭር አለች,Idiom,0
ያገር ልጅ የማር ጠጅ,Proverb,2
የአይጥ ሞት የድመት ሰርግ,Proverb,2
ገበታው ሳሳ,Idiom,0
ሞክረን ስህተትን ብንሰራ,Literal ,1
ሀሳቡን ጣለ,Idiom,0
በመፈለግ,Literal ,1
ጅብን ለመግደል ከአህያ ተጠለል,Proverb,2
ስብራት ያልሰመረ ጥበቃ ውጤት ነው,Literal ,1
የፈሰሰ አይታፈስ የሞተ አይመለስ,Proverb,2
መሆኑን ተገንዝበው,Literal ,1
እንዲገኙ ብሏል,Literal ,1
ከህግ በላይ,Literal ,1
አስደገደገ,Idiom,0
ሆድ እና ጀርባ,Idiom,0
ሆዱን ሰጠ,Idiom,0
መሬቱ ጦም አደረ,Idiom,0
መገባቱ እጅግ የሚያሳዝን ነው,Literal ,1
ሳይቃጠል በቅጠል,Proverb,2
ሰነፍ መረቅ,Idiom,0
ተስፋቸው የሆንህ,Literal ,1
ዘመድ ቢረዳዳ ችግርም አይጎዳ,Proverb,2
ነገር ቀረቀረብኝ,Idiom,0
እፍ ያለ እንጀራ,Idiom,0
የደላው ሙቅ ያኝካል,Proverb,2
ቀጥቃጣ,Idiom,0
መጥምቀ መለኮት,Literal ,1
ጥሩ አይደለም,Literal ,1
አንገቱን መዘዘ,Idiom,0
ቅድስት ኤልሳቤጥ,Literal ,1
ሀሳብ ገባው,Idiom,0
ልቤን አደማው,Idiom,0
ጆሮ ግንዱን አልኩት,Idiom,0
ተፈጥሮን ተመክሮ አይመልሰውም,Proverb,2
ጩኸቴን ቀሙኝ,Idiom,0
ቅቤ አንጓች,Idiom,0
ልቡን ሰወረው,Idiom,0
ውሃ ቀስ በቀስ አለትን ይበሳል,Proverb,2
እብድ ፍቅር,Literal ,1
ነፍስ አድን,Idiom,0
ለው ለው አትበል,Idiom,0
ዘመን የሰጠው ቅል ድንጋይ ይሰብራል,Proverb,2
የነበራት ወይዘሮ,Literal ,1
እንደምንም ብለዉ,Literal ,1
ክቡራን ናቸው,Literal ,1
መሰረት,Literal ,1
እየበዳኋት ታንቀላፋለች,Proverb,2
ስርቆሽ በር,Idiom,0
የማያፍር እንግዳ ባለቤቱን ይጋብዛል,Proverb,2
ግሩፕ,Literal ,1
የንግግር ለውጥ,Literal ,1
መልስ እፈልጋለሁ,Literal ,1
ጥላቻን ትንዳለህ,Literal ,1
እሽ እናመሰግናለን,Literal ,1
ሰነፍ ምርት,Idiom,0
ከንፈሯን መገመገው,Idiom,0
እንደምን አመሻችሁ,Literal ,1
አንፀባራቂ,Literal ,1
ሀገር እንዳይፈርስ,Literal ,1
በራሴ ጊዜ,Literal ,1
የሚያዘው የሚጨብጠው ጠፍቶታል,Idiom,0
አባ ሙላት,Literal ,1
ደም ሸተተው,Idiom,0
ዜማውን አለዘበ,Idiom,0
ሰንደቅ ኣላማ,Literal ,1
ጫን ካለ ጫን ይፈጃል,Proverb,2
ሎሌና አሞሌ ካዘዙት ይውላል,Proverb,2
አምባ ለአምባ ባይ,Idiom,0
እጀ ሰብ,Idiom,0
የደም ዋጋ,Idiom,0
ሙሉ ሰው,Idiom,0
ልቡ ተቃጠለ,Idiom,0
የምድሩን በአፍ የሰማዩን በመጣፍ,Proverb,2
አገረ ገብ,Idiom,0
አድርጓል,Literal ,1
ለማስታወስ ይወዳል,Literal ,1
የደስታ ቤት,Literal ,1
ያልተነካ ግልግል ያውቃል,Proverb,2
ልቡ ደፍርሷል,Idiom,0
