Sentence,label
አበባው,Literal 
አቡነ ሄኖክ,Literal 
አቢሲንያ አሚን ,Literal 
አባ ሙላት ,Literal 
አባትዋ እልፍኝ,Literal 
አባቶቻችን ሰልጥነዋል,Literal 
አባይ ምንጭ ,Literal 
አባይ ባንክ,Literal 
አብራችሁን,Literal 
አብራችሁን  መስራት የምትፈልጉ,Literal 
አብዛኛውን ጊዜ,Literal 
አትበሳጭ,Literal 
አትክልት አልበላም አለ,Literal 
አትጠራጠሪ,Literal 
አትጠራጠሪ,Literal 
አትጫኑት,Literal 
አንበጣ መታዉ ,Literal 
አንተ ያለፍህበት,Literal 
አንቺ ሕልሜ እንዳልሆንሽ,Literal 
አንቺ ከዳተኛ ልጅ ሆይ,Literal 
አንዱ ቃየን ነው,Literal 
አንዱን አቅርበን,Literal 
አንዱን እናርቅ,Literal 
አንዲት ቀን,Literal 
አንዳች ነገር,Literal 
አንዳች ነገር የለም,Literal 
አንዳንድ መረጃዎች,Literal 
አንዳንድ ሙስሊም ነን ,Literal 
አንዳንድ ነገር,Literal 
አንድ ብቻ ,Literal 
አንድ ኡስታዝ ነኝ ,Literal 
አንድ ከረጢት አፈር,Literal 
አንፀባራቂ,Literal 
አእምሮ,Literal 
አእምሮ ሲከፈት ,Literal 
አእምሮ ጥሩ አይደለም ,Literal 
አእምሮአችን ማፍቀር አይችልም,Literal 
አእምሮአችን የሚችለው ማስላት ነው,Literal 
አካል ብቃት,Literal 
አካባቢ,Literal 
አኬሩን መገልበጥ,Literal 
አዋሳኝ ቀበሌዎች,Literal 
አዋቂ ሰው,Literal 
አዋጭ,Literal 
አውራ መንገድ,Literal 
አዉንታዊ ትርጉም,Literal 
አዎ እሱጋ ያመኛል,Literal 
አዎ እንደሚሉ,Literal 
አዘጋጅተው አይደለም,Literal 
አዘጋጅቶኝ ነበር,Literal 
አዘጋጅቼ ነበር,Literal 
አየር ሀይል,Literal 
አየር መንገድ,Literal 
አየር መዛባት,Literal 
አየር ጤና,Literal 
አያይዣለሁ,Literal 
አይ ቤት ነው,Literal 
አይሰጡም,Literal 
አይሸነፉም,Literal 
አይን አፋር,Literal 
አይኖች,Literal 
አይዞሽ አላላትም,Literal 
አይዞን በርቱልን,Literal 
አይዞን በርቱልን,Literal 
አደራ,Literal 
አደራ,Literal 
አደራ አለብኝ ,Literal 
አደብ ነው የገዙት,Literal 
አደዋ,Literal 
አደይ አበባ,Literal 
አደጋ ላይ ጥሎታል,Literal 
አደጋ ስጋት,Literal 
አዲሱን ማዎቅህን ተደሰትበት,Literal 
አዲስ,Literal 
አዲስ ልብስ,Literal 
አዲስ ተስፋ,Literal 
አዲስ ትውልድ,Literal 
አዲስ ነው,Literal 
አዲስ ነገር,Literal 
አዲስ ነገር ,Literal 
አዲስ ነገር ነው,Literal 
አዲስ አስተሳሰብ,Literal 
አዲስ አበባ,Literal 
አዲስ አበባ ስካይ ላይት ሆቴል,Literal 
አዲስ ዘመን,Literal 
አዳማ ከነማ,Literal 
አዳማጭ,Literal 
አዳዲስ ነገሮች,Literal 
አዳዲስ እድገቶች,Literal 
አዳዲስ ፈሊጦች ,Literal 
አዳጋች ነው,Literal 
አድርጋችሁ,Literal 
አድርጎኛል,Literal 
አድርጓል,Literal 
አገልግሎት,Literal 
አገልግሎት እንዲያጠናክሩ,Literal 
አገልግሎት ኮርፖሬት ዳይሬክቶሬት ,Literal 
አገር የለም,Literal 
አገው ምድር በኢትዮጵያ ይገኛል,Literal 
አጋራችኋለሁ,Literal 
አጋጣሚ መጠቀም አለበት,Literal 
አጋጣሚ አደለም,Literal 
አግብታ ትቅር ,Literal 
አጠቃቀም,Literal 
አጠናክሮ በማቅረብ  ,Literal 
አጥር ግቢ,Literal 
አጥባቂ ሕግ ታንቀው ነበር,Literal 
አጥብቀን ስላፈቀርን,Literal 
አጥንቶ,Literal 
አጽዋማቱ ሲፈሰኩ,Literal 
አፉን ከፍቶ ,Literal 
አፍሮ እስያ,Literal 
አፍኖ ይይዘናል,Literal 
ኢማም ወደ ክርስትና ,Literal 
ኢስላማዊ ትምህርት,Literal 
ኢ-ሥነምግባራዊ እና ሕገ ወጥ,Literal 
ኢትዮጵያ አስታውቋል,Literal 
ኢትዮጵያ አድጋለች,Literal 
ኢትዮጵያ ክልል,Literal 
ኢትዮጵያን ይባርክልን,Literal 
ኢትዮጵያውያን በሰጡን ቃል,Literal 
ኢንተርኔት አገልግሎት  ,Literal 
ኢንዱስትሪ አስመርቋል,Literal 
ኢንፎርሜሽን ቴክኖሎጅ ,Literal 
ኢፍጣር,Literal 
ዓለማዊ ተቋማት,Literal 
ዓለም ዓቀፍ የግቢ ጉባኤ ምሩቃን,Literal 
ዓለም የሚለውጥ,Literal 
ዓመት ሲቀያየር,Literal 
ኤርፓርት ደርሰዋል,Literal 
እልህ መገባባት,Literal 
እመቤት አልነበረችም,Literal 
እምቅ ሀይል,Literal 
እምየ ምኒልክ,Literal 
እሱ ባለዉ አይገኝም,Literal 
እሱን አየሁ,Literal 
ዕሴትዎን ያከበረ,Literal 
እሴቶችን ከመምረጥ ነው,Literal 
እስከምትደርስበት,Literal 
እስዋ አታለቅስ,Literal 
እረፍት መውሰድ,Literal 
እራስን መሆን,Literal 
እራስን መቻል,Literal 
እራስን መቻል,Literal 
እራስን መቻል,Literal 
እራስን መግዛት,Literal 
እራስን መጥላት,Literal 
እራሷን ታንጻለች,Literal 
እራት እንዳትቀር አሉት,Literal 
እርስ በርስ,Literal 
እርስዎ መልስ መስጠት አይችሉም,Literal 
እርቀ ስላም አውርደዋል,Literal 
እርቅ ይሻላል,Literal 
እርግጠኛ ነኝ,Literal 
እርግጠኛ ነኝ,Literal 
እርግጠኛ ነኝ,Literal 
እሽ እናመሰግናለን,Literal 
እሾኹም ይነቀላል,Literal 
እቅድ ማዘጋጀት,Literal 
እቅድ ያለው ጓደኛ ይኑርዎ,Literal 
እቅድ ያውጡ,Literal 
ዕቅድሽ,Literal 
እቅድዎን በየግዜው ያሻሽሉ,Literal 
እቅድዎን ያሳካ ሰው ፈልጉ,Literal 
እበሳጫለሁ,Literal 
እብድ ይለኛል,Literal 
እብድ ፍቅር,Literal 
እነዚህ ናቸው,Literal 
እናምናለንም,Literal 
እናስባለን,Literal 
እናስተላልፋለን,Literal 
እናስወጣቸው,Literal 
እናቲቱ  ማሪያም,Literal 
እናትህማ መርቀውሃል,Literal 
እናደዳለሁ,Literal 
እኔ ለምንድነው ,Literal 
እኔ ስለጠየቅኩ አይደለም,Literal 
እኔም እበረታለሁ,Literal 
እኔን መቃብር,Literal 
እኔን ብቻ,Literal 
እኔን እስካልነካኝ,Literal 
እንቅልፍ,Literal 
እንቅልፍ እድሜ,Literal 
እንቅልፍ ወሰደዉ ,Literal 
እንቅፋት የሆነው ማን እንደሆነ እናውቃለን,Literal 
እንባ አላወጣም,Literal 
እንባህን እንዲጠርጉ,Literal 
እንኑረው,Literal 
እንኩዋን ለወላጆችዋ ,Literal 
እንኩዋን እንደሱ ,Literal 
እንኩዋንስ እንዲህ,Literal 
እንኳን አደረሳችሁ,Literal 
እንደ ሀገር ትልቅ ችግር,Literal 
እንደ ዘገባው ከሆነ,Literal 
እንደ ድል,Literal 
እንደሚሰማት አላውቅም ነበር,Literal 
እንደሚሰራ,Literal 
እንደሚሰጥ ትምህርት,Literal 
እንደሚቀጥሉ ዛቱ,Literal 
እንደሚደረግ ተገልጿል,Literal 
እንደሚፈልግ ፃፈ,Literal 
እንደምናስበው ቀላል አይደለም,Literal 
እንደምን አመሻችሁ,Literal 
እንደምን አረፈዳችሁ,Literal 
እንደምን አደራችሁ,Literal 
እንደምን ዋላችሁ,Literal 
እንደምከላከል ይሰማኛል,Literal 
እንደወረደ አቅርቡት,Literal 
እንደደረሰባቸው ተገልጿል,Literal 
እንደጀመረ,Literal 
እንዲለዩ እንመክራለን,Literal 
እንዲመዘገቡ,Literal 
እንዲቆጠቡ,Literal 
እንዲታገል አሳስቧል,Literal 
እንዲወገዱ አዘዘ,Literal 
እንዲያ ሲያስቡ,Literal 
እንዲያዉም አላቻዋ አገባችው,Literal 
እንዲደርሱ ማድረግ ነው,Literal 
እንዲገኙ ብሏል,Literal 
እንዲገኙ ተብሏል,Literal 
እንዲፈፀምልሽ መንገድ,Literal 
እንዳልጣላህ ካንተ አለመሻሌ አሸማቀቀኝ,Literal 
እንዳልጨቀጭቅህ,Literal 
እንዳትቀር አሉ ,Literal 
እንዳይሆን አድርጎ,Literal 
እንዳይወጡ,Literal 
እንዳጋመስነው እንጨርሰዋለን ,Literal 
እንዴት ሆነልህ,Literal 
እንዴት ሊሆን ነው,Literal 
እንዴት ተረሱ,Literal 
እንዴት ነህ,Literal 
እንዴት ናችሁ,Literal 
እንዴት እረስሃለሁ,Literal 
እንድትሆኑ,Literal 
እንድትመዲቡልን መጠየቅ,Literal 
እንድትቀበሉ እናሳውቃለን,Literal 
እንጀራ በወጥ,Literal 
እንግዲያስ ለራት ,Literal 
እንጠይቅ,Literal 
እንፋጠጥ,Literal 
እወዳለሁ,Literal 
እወዳታለሁ አለ,Literal 
እውቀታችንንም ያካትታል,Literal 
እውቀት,Literal 
እውነተኛ እድል,Literal 
እውነት አስተማርሁ,Literal 
እዉነተኛ ፍቅር ,Literal 
እዉነት ሀሰት ,Literal 
እዉነትን ፍለጋ ,Literal 
እዝል ዜማ ,Literal 
እየስራ እንደሆነ,Literal 
እየተሳሳምን,Literal 
እየተሸጠ ያለው ነገር,Literal 
እየተሸጠ ያለው አፈር,Literal 
እየተወሰደች,Literal 
እየተደገመ ይገኛል,Literal 
እየገለጹ ይገኛሉ,Literal 
እያለፍን ነው,Literal 
እያሰሙ ይገኛሉ ,Literal 
እያሰቡ መራብ,Literal 
እያንዳንዱ,Literal 
እያጣራ,Literal 
እድለኛ ነኝ,Literal 
እድለኛ ነኝ,Literal 
እድለኞች,Literal 
እድሉን መሞከር,Literal 
ዕድላቸው የጠበበ ነው,Literal 
እድሜዉን ሙሉ,Literal 
እድገት,Literal 
እድገት የለም,Literal 
እጅግ አድርገን እናመሰግናለን,Literal 
እጅግ አሳሳቢና ተለዋዋጭ,Literal 
እግዚአብሔር ,Literal 
እግዚአብሔር ይመስገን,Literal 
እግዚአብሔር ይሰጣል,Literal 
እጠብ ልቡናህን,Literal 
እጦት ነው,Literal 
ከሐሰተኛም መገረዝ ተጠበቁ,Literal 
ከህመሙ ይፈወሳል,Literal 
ከህግ በላይ ,Literal 
ከልብ እንድትተጉ,Literal 
ከልጅነታችን ጀምሮ,Literal 
ከመሆን,Literal 
ከመቸውም ጊዜ በላይ,Literal 
ከመቼውም ይልቅ ይፋጠናል,Literal 
ከመጀመር ውጪ,Literal 
ከመጽሐፍ ቅዱስ የወጣ,Literal 
ከመፍጠሩ በተጨማሪም,Literal 
ከማሳቸው ተፈናቅለው,Literal 
ከማንም ጋር እንዳታወዳድር,Literal 
ከምታበላሽ ተርፋለች ,Literal 
ከሰው ተስማሚ ነው,Literal 
ከሳምንታት በፊት ,Literal 
ከስህተቶቻችሁ ይበልጥ ትማራላቹ,Literal 
ከረጢት መሳይ እቃ,Literal 
ከረጢት መሳይ እቃ ,Literal 
ከራሱ ይናገራል,Literal 
ከራስ ፍላጎት ነው,Literal 
ከራስ ፍልስፍና የመነጨ ነው,Literal 
ከቀበሌ የተወጣጡ,Literal 
ከቀኑ በዘጠኝ ሰዓት የፈጸማል,Literal 
ከቁጥጥር ውጭ ይኾናል,Literal 
ከበደ አለቃዉን,Literal 
ከባዱ ፈተና ወሬ ነው,Literal 
ከባድ በመሆኑ,Literal 
ከባድ የህይወት ፈተና,Literal 
ከባድ ጊዜ,Literal 
ከብት መጠበቅ ከባድ ነው,Literal 
ከተሸሸገበት ጉድጓድ,Literal 
ከተቋማቸው ያልደረሰላቸው,Literal 
ከተናገረዉ በኋላ,Literal 
ከቲክቶክ መንደር,Literal 
ከንፈሯን ሳመው,Literal 
ከአመታት በፊት,Literal 
ከአመታት በፊት,Literal 
ከአባታችሁ ከዲያብሎስ ናችሁ ,Literal 
ከአንዲሮቹ ሁሉ,Literal 
ከእለታት መሀል,Literal 
ከእስራኤል ጋር,Literal 
ከእስር ቤቶች ማምለጣቸው ተነገረ,Literal 
ከከፍተኛ ትምህርት ተቋማት,Literal 
ከክፉ ጓደኞቻችን ልንማር እንችላለን,Literal 
ከወለድ ነጻ ,Literal 
ከውሾች ተጠበቁ,Literal 
ከዘጠኝ አመታት በላይ,Literal 
ከዚህ ሁሉ መንገድ,Literal 
ከዝሆን ጠብድሏል,Literal 
ከደመወዛችሁ የሚቆረጥበትን,Literal 
ከደንበኞቹ ጋር ያለውን ,Literal 
ከዲግሪ በላይ ማሽቃበጥ,Literal 
ከድርጊታቸው በመታረም,Literal 
ከድሮን ጥቃት,Literal 
ከድግግሞሽ የፀዳ አሰራር,Literal 
ከገቡ በኋላ በልጆቻቸው ይጽናናሉ,Literal 
ከገቡ በኋላ በልጆቻቸው ይጽናናሉ,Literal 
ከግል ፍላጎት በላይ ነው,Literal 
ከጎጃም አልወጣም,Literal 
ከጓዳቸው ያደፈጠ,Literal 
ከጥንት ጀምሮ,Literal 
ከጥጋብ ይልቅ ጾም ይሻለኛል,Literal 
ከፋ እልቂት እንዳይመጣ ጥረታችሁን ቀጥሉ,Literal 
ከፋፍሎ ማጥናት,Literal 
ከፍ ብለሽ,Literal 
ከፍርሀት ጋ መጋፈጥ,Literal 
ከፍተኛ,Literal 
ከፍተኛ ህመም,Literal 
ከፍተኛ ባለስልጣናት,Literal 
ከፍተኛ እንቅስቃሴ ,Literal 
ከፍተኛው የተመዛኝ ቁጥር ,Literal 
ከፍቶኝ ነበር እንዳላኮርፍ,Literal 
ከፍቼ,Literal 
ከፍቼ አይቻለሁ,Literal 
ኩሽና ቤት,Literal 
ኪሳራ አስመዝግቧል,Literal 
ካህናት አበው,Literal 
ካለው በረንዳ ,Literal 
ካፒታል ገበያ ባለስልጣን ,Literal 
ኬንያ ካደረገው,Literal 
ክሊኒክ ስትመጣ,Literal 
ክረምቱ እስኪወጣ,Literal 
ክርስትናን አልተውም,Literal 
ክርስቶስ ማነው,Literal 
ክርክር ምንድን ነው,Literal 
ክቡራን ናቸው,Literal 
ክብሩንም ተቀማ,Literal 
ክብራቸው በነውራቸው ነው,Literal 
ክብር,Literal 
ክፉ ምግባር,Literal 
ክፉ ነገር,Literal 
ክፍለ ሀገር,Literal 
ክፍለ ከተማ መስራት ይችላል,Literal 
ክፍለ ጊዜ,Literal 
ክፍል ሰባት,Literal 
ክፍል ስምንት ,Literal 
ክፍል ሦስት ,Literal 
ክፍል አንድ,Literal 
ክፍል ዘጠኝ  ,Literal 
ኮሌጅ,Literal 
ኮሚሽነሩ ዘለቀ መኮንን,Literal 
ኮማንድ ፖስት,Literal 
ኮምፒዉተር ሳይንስ,Literal 
ኮምፒዉተር ጥገና ,Literal 
ኮርስ መስጠት አለበት,Literal 
ኮርስ እንዲሰጥ,Literal 
ኮሽታ,Literal 
ኮንዲሚንየም,Literal 
ወለሉ ላይ,Literal 
ወላጆቻችሁ እንዳይናፍቋችሁ እኛ አለንላችሁ,Literal 
ወላጆች,Literal 
ወረዳ አዘዘ,Literal 
ወረዳ የሚንቀሳቀሱ,Literal 
ወሬ ማዉጋት ይችላል,Literal 
ወሬ ነው,Literal 
ወሬ ነጋሪ,Literal 
ወር የምናሳዉቅ ይሆናል,Literal 
ወርክሾፕ ተካሄደ,Literal 
ወቅታ መረጃ,Literal 
ወቅት ማንነታቸውን የሚገልጽ,Literal 
ወታደራዊ ሀይሏን ያሰፈረችበት,Literal 
ወታደራዊ የመረጃ ምንጮች ገልጸዋል,Literal 
ወንዝ ማዶ  ,Literal 
ወንድ አለ,Literal 
ወንድሜ,Literal 
ወንድኛ አዳሪ ነው,Literal 
ወንጀል,Literal 
ወንጀል ሰራ ,Literal 
ወንጌለ አህያ,Literal 
ወንጌል መስበክ ጀመርሁ,Literal 
ወይን እየተጎነጨን,Literal 
ወደ ያኔት ሆስፒታል ,Literal 
ወደ ገጠር,Literal 
ወደ ጮቄ ተራራዬ ,Literal 
ወደ ፊት,Literal 
ወደ ፊት,Literal 
ወደሚል,Literal 
ወድቃ,Literal 
ወድቃ ለህክምና እርዳታ,Literal 
ወዶ አይደለም,Literal 
ወጣት,Literal 
ወጣቶች የተረሸኑበት ,Literal 
ወጥተው,Literal 
ወፍራም አንጀት,Literal 
ዋቢ መፅሀፍት,Literal 
ዋጋን የከፈለበትን ህይወት,Literal 
ውሃ ለማጠጣት,Literal 
ውሃ በማጠጣት,Literal 
ውለታ ሲደምር,Literal 
ውል,Literal 
ውሸታሞች ናችሁ,Literal 
ውሸት በኢትዮጵያ ቦታ አይኖራትም,Literal 
ውይይት ላይ,Literal 
ውይይት አደረገ,Literal 
ውዳሴ  አዳነ ቤት አዘጋጅታለች,Literal 
ውዳሴ ህንፃ,Literal 
ውድቅ አድርጎታል,Literal 
ውድድር ዛሬ ፍጻሜዉን አገኘ,Literal 
ውድድርን ለማሸነፍ ነው,Literal 
ውጤቱ ደም መፋሰስ ብቻ ነው,Literal 
ውጤታማ ስራ,Literal 
ውጤታማ ስራ,Literal 
ውጤታማ ነጥቦች,Literal 
ውጤት,Literal 
ውጥረት ውስጥ,Literal 
ውጭ አገር,Literal 
ውጭ አገር መሄድ እፈልጋለሁ,Literal 
ዉሃ ሙላት ,Literal 
ዉሃ አለች ,Literal 
ዉስጣዊ ስሜቴን,Literal 
ዘላለማዊ ፍቅር,Literal 
ዘልቀው በመግባት ጥቃት ፈጽመዋል,Literal 
ዘመሚት,Literal 
ዘመነ ፅልመት,Literal 
ዘመናዊ እርሻ,Literal 
ዘመደ ብዙ ነው,Literal 
ዘመድኩን ምን አለ,Literal 
ዘርዝሬ,Literal 
ዘርፈ ብዙ,Literal 
ዘወልድ የባህል ማዕከል,Literal 
ዘጠና ደቂቃ,Literal 
ዙሪያ,Literal 
ዛሬ,Literal 
ዛሬ ማን አለ,Literal 
ዛሬ ምሽት ይገባሉ,Literal 
ዛሬ በሸራተን ሆቴል አካሂዷል,Literal 
ዛሬ ጠዋት ,Literal 
ዛሬም በአማራ,Literal 
ዛሬም ይቅርታ,Literal 
ዛሬስ ምን ይባል,Literal 
ዜና ሙዳይ,Literal 
ዜና ሙዳይ,Literal 
ዝም ብለን ቆይተን,Literal 
ዝም ብለው ያከናውኑት,Literal 
ዝም ብሎ,Literal 
ዝም ብሎ መገመት ጥሩ አይደለም,Literal 
ዝምተኛ ሰዉ ,Literal 
ዝርዝር ምስክር ,Literal 
ዝግጁ የማድረግ ሥራ ተሠርቷል,Literal 
የሀዘን መግለጫ ,Literal 
የኃይል አቅርቦት ይፈልጋል,Literal 
የሃይማኖት ተቋማት ,Literal 
የሃይማኖት ተቋማት ጉባኤ,Literal 
የሃይማኖት ተቋም የማይወክል,Literal 
የሀገር ፍቅር,Literal 
የህሊና ማዕድ ናት,Literal 
የህወሃት አፈቀላጤ,Literal 
የህዘብ ዝግጅት,Literal 
የሕዝብ ትራንስፖርት,Literal 
የህዝብ አለም,Literal 
የህዝብ እሴቶች,Literal 
የህዝብ እሴቶች,Literal 
የህዝብና ዓለም አቀፍ ግንኙነት,Literal 
የህዝብን ደም መፋሰስ,Literal 
የህግ ማስከበር እርምጃው,Literal 
የሕግ የበላይነትን,Literal 
የህግተማሪዎች የምስለ ችሎት,Literal 
የሆነ ተስፋ,Literal 
የሆነ አላማ ,Literal 
የሆኑባቸው ወቅቶች,Literal 
የኋላ ታሪክ አስፈላጊ ነው,Literal 
የለኝም,Literal 
የላቀ ስህተት,Literal 
የሌሊት  ወፍ,Literal 
የልህቀት ማእከላት,Literal 
የልምምድ ልውውጥ ተደርጓል,Literal 
የልቤን እውነት አፍኜ የምከተልህ,Literal 
የልብ እውነት ሁሉ ይዘረዘራል,Literal 
የልብህንም ሰዎች ታጣለህ,Literal 
የመማር ማስተማሩን ሂደት,Literal 
የመማር ፍላጎት,Literal 
የመምህራንን ችግር,Literal 
የመሰለ ነገር የለም,Literal 
የመሳሳት ፍርሃት,Literal 
የመስቀል ወፍ,Literal 
የመስጊድ አሰጋጅ ,Literal 
የመረጥናቸው ነገሮች ናቸው ,Literal 
የመረጥከውን ስቃይ,Literal 
የመሬት ስበት ያስፈልጋቸዋል,Literal 
የመቅደሳችን ስፍራ,Literal 
የመተርጎም መብት አለው,Literal 
የመተግበር ችሎታ,Literal 
የመታደስ ሀሳብ ,Literal 
የመንደር ጋለሞታ ነው,Literal 
የመንፈስ ከፍታ,Literal 
የመኪናዉን ሞተር,Literal 
የመውጫ ፈተና,Literal 
የመደወላቡ ዩኒቨርሲቲ,Literal 
የመጀመሪያው ወሰነ  ,Literal 
የመገናኘት ዕድል,Literal 
የመጠበቅ ዕጣ ፈንታ,Literal 
የመጣሽበት መንገድ,Literal 
የመጻፍ መብት አለው,Literal 
የሙያ ዘርፍ,Literal 
የሚል ነገር ተነገረኝ,Literal 
የሚል ፍርሃት,Literal 
የሚመላለስ,Literal 
የሚመስላት አጥታ ,Literal 
የሚማሩ አይደሉም,Literal 
የሚሠራውን ዝሙት,Literal 
የሚሰጠን እረጅም ሰልፍ ነው,Literal 
የሚሰጠው ዓርብ ,Literal 
የሚስጠይቅ ስለመሆኑም,Literal 
የሚቀጥሯት ሰዎች,Literal 
የሚነሳው,Literal 
የሚነቅፍና የሚያጠለሽ,Literal 
የሚከለክል ሕግ የለም,Literal 
የሚከተለዉን ነገራት,Literal 
የሚወዳት ሰብለ ,Literal 
የሚወገዙ ተግባራት ,Literal 
የሚያሰራጩ,Literal 
የሚያስተላልፉ,Literal 
የሚያሸንፍ ቢሆን ,Literal 
የሚያበረታታ ሲስተም,Literal 
የሚያደርጉትን እንቅስቃሴ ,Literal 
የሚያደፈርስ አገርን ,Literal 
የሚያገኘውን የሚበላ መሆኑ ጠቀመው,Literal 
የሚያጋልጥ ነው ,Literal 
የሚያግዛቸው,Literal 
የሚገለጽ ይሆናል,Literal 
የሚገኙ የተወሰኑ ፓርኮች ናቸው,Literal 
የሚገጥሟቸው ተግዳሮቶች,Literal 
የሚጠራው የትኛውን አካል ነው,Literal 
የሚጠበቀው,Literal 
የሚጠበቅብኝን,Literal 
የሚጠብቀው መሳሪያ,Literal 
የሚጠብቁ ብዙዎች ,Literal 
የሚጠብቅህ,Literal 
የሚጥስ ይሆናል,Literal 
የሚፀና ስልጣን የለም ,Literal 
የማህበረሰብ ተሳትፎን,Literal 
የማህበራዊ,Literal 
የማልጨርሰው,Literal 
የማስተዋል አቅም ይኖራቸዋል,Literal 
የማብሰያ ክፍል,Literal 
የማብሰያ ክፍል ,Literal 
የማከብራቸው,Literal 
የማየት ችግር,Literal 
የማይመጣ,Literal 
የማይተገበር ነው,Literal 
የማይታይ ደስታ,Literal 
የማይቻል መሆኑ ተነግሯል,Literal 
የማይችል,Literal 
የማይገለጥ የተሰወረ የለም,Literal 
የማይጠቅሙ,Literal 
የማደርገውን ነበር የምታደርገው,Literal 
የምስራቅ ኢትዮጵያ አካባቢ ,Literal 
የምርመራ ቡድን,Literal 
የምታምር አንዲር,Literal 
የምታርቅበትም ሚዛን ይዥጎረጎራል,Literal 
የምታቀርብበት ወሰን,Literal 
የምታቀርብበት ወሰን,Literal 
የምታነበዉን ቀይር ,Literal 
የምታገኘው,Literal 
የምትመኘዉን ቀይር,Literal 
የምትችላቸው ሶስት ነገሮች አሉ,Literal 
የምትናገርበትን መንገድ ቀይር,Literal 
የምትወደዉን አታገባም,Literal 
የምትፈልጊዉ ነገር ,Literal 
የምናውቀው ቢክ እስኪብርቶ,Literal 
የምን እዬዬ ነው,Literal 
የምንመራበትን,Literal 
የምዕራባውያን,Literal 
የምዝገባ ቀን ከዛሬ ጀምሮ,Literal 
የሞባይል ስልክ,Literal 
የሞት አደጋ,Literal 
የሰላም ሌባ ነው,Literal 
የሰላም መደፍረስ,Literal 
የሰሜን ኮሪያ የመረጃ ጠላፊዎች ,Literal 
የሰው ልጆች,Literal 
የሰው ክፋት,Literal 
የሰው ክፋት,Literal 
የሰው ዘር አለው,Literal 
የሰውነት ማጎልመሻ,Literal 
የሰውነት ክፍሎች,Literal 
የሰዉ ሀገር,Literal 
የሰዉን ችሎታ ,Literal 
የሰዎች መብት አልተከበረም,Literal 
የሱስንዮስን ልጅ ,Literal 
የሴቶች ቁጠባ ሒሳብ,Literal 
የሴቶች ተሳትፎ,Literal 
የሴቶች ጥቃት,Literal 
የስልካችንን ስክሪን ማየት,Literal 
የስሜት መነቃቃት,Literal 
የስሜት መነቃቃት,Literal 
የስራ ልምድ,Literal 
የስራ ማመልከቻ,Literal 
የስራ ሞራልህን ትገድላለህ,Literal 
የስራ አጋር,Literal 
የሥራ እድልም,Literal 
የስራ ወቅት,Literal 
የስብዕና ልህቀት,Literal 
የሥነ ልቡና ሳይንስ መምህሩ,Literal 
የስነልቦና ዝግጅት,Literal 
የስንፍና ማቆሚያዎችዎን ያጥፉ,Literal 
የስኬት ደረጃ,Literal 
የስኬት ደረጃ,Literal 
የስኬት ጉዞ ,Literal 
የስኬት ጫፍ ላይ ተገኝተዋል,Literal 
የሶስተኛ ዲግሪ,Literal 
የሶቅራጥስ ሞት,Literal 
የራስ ማስታወሻ,Literal 
የሬሳ ሳጥን,Literal 
የርግቦችን ባህሪ,Literal 
የሽ ጥላ,Literal 
የቀረበው መግለጫ ,Literal 
የቀንድ ከብት,Literal 
የቀይ ባህር ማህበረሰብ አካል እንሆናለን,Literal 
የቁርባን መርሃ ግብር,Literal 
የቁርዓን ውድድር,Literal 
የቃል ትዉፊቶች  ,Literal 
የቅባት እህል,Literal 
የቅናት ስሜት,Literal 
የቅናት ስሜት,Literal 
የቅጅ መብት,Literal 
የቆዳ ቀለም,Literal 
የበላይነት ስሜት,Literal 
የበቀል እቅዳቸዉን,Literal 
የበጋ ወራት,Literal 
የቡና ሙቀጫ,Literal 
የባህል ማዕከል መመስረት,Literal 
የባንኩ ፕረዜዳንት,Literal 
የቤተክርስትያን ሊቃውንት ,Literal 
የቤት ሰራተኛ,Literal 
የቤት እቃ,Literal 
የቤት እቃ,Literal 
የቤት እቃ,Literal 
የቤት ኪራይ,Literal 
የብዙ ሰዎች ትዳር እንዲህ እንደሆነ አይቻለሁ,Literal 
የብዙዎች ደም የፈሰሰበት ,Literal 
የብዝሀ ሀይማኖት መገኛ,Literal 
የተለየ ተሰጥኦ,Literal 
የተለየህ አይደለህም,Literal 
የተለየህ አይደለህም,Literal 
የተመረጣችሁ  መምህራን,Literal 
የተማሪን መረጃ,Literal 
የተሰናችሁ ምክንያት ምን ይሆን ,Literal 
የተሰወረ ማንነት,Literal 
የተሳሳተ መረጃ,Literal 
የተሳሳተ ግንዛቤ,Literal 
የተራማጅ,Literal 
የተሻለ ቦታ,Literal 
የተቀቀለ ድንች,Literal 
የተቀነባበሩ ምግቦች,Literal 
የተቆፈረ አፈር ሲሆን,Literal 
የተቋሙ ሰራተኛ,Literal 
የተቋቋመ,Literal 
የተባረከች ጆሮ,Literal 
የተከለከለ ነው,Literal 
የተዘጋጀ የኦንላይን ዌቢናር,Literal 
የተዛባ ግንዛቤ,Literal 
የተጀመረ ሲሆን,Literal 
የተገኘውን ሰላም,Literal 
የተገኙ አምስት ባለጸጎች,Literal 
የተጓዥ,Literal 
የተፈጠረው የሃሳብ አለመጣጣም,Literal 
የተፈጥሮ ሀብት,Literal 
የተፈፀመው ነውር,Literal 
የተፈፀሙትና የሚፈፀሙት,Literal 
የቲክቶክ ሊንክህን አስቀምጥ,Literal 
የቲክቶክ ቪዲዮች,Literal 
የታሪካችን ሰበዞች,Literal 
የቴክኒክና የታክቲክ መረጃዎችን,Literal 
